method,dataset,point_group,sigma,n_total,n_crashed,n_valid,crash_rate,mean_emd,median_emd,mean_theta_deg,median_theta_deg,flip_rate,n_molecules
ours_wwv,qm9,C1,0.0001,120.0,0.0,120.0,0.0,0.0014217169203648535,0.000671777802301702,0.057420862458875996,0.019664657985348104,0.0,8
ours_wwv,qm9,C1,0.001,120.0,0.0,120.0,0.0,0.01423126093074421,0.006706341054205095,0.5749902394652767,0.19366233084233078,0.016666666666666666,8
ours_wwv,qm9,C1,0.003,120.0,0.0,120.0,0.0,0.05547463307349565,0.02014406329874465,3.637739989264182,0.5835404666430142,0.09166666666666666,8
ours_wwv,qm9,C1,0.01,120.0,0.0,120.0,0.0,0.18868762671445402,0.06731874155756579,9.02442678364803,1.9742989553805539,0.2,8
ours_wwv,qm9,C1,0.03,120.0,0.0,120.0,0.0,0.5171971935625461,0.2229605044120329,18.61543866660335,6.828894958506108,0.6416666666666667,8
ours_wwv,qm9,C1,0.1,120.0,0.0,120.0,0.0,1.037404432170253,1.0309615339298088,27.979838042151506,17.639594167698647,0.9583333333333334,8
ours_wwv,qm9,C2,0.0,120.0,0.0,120.0,0.0,2.011611069037435e-14,8.253214262609123e-15,6.075733497832117e-07,0.0,0.0,8
ours_wwv,qm9,C2,0.0001,120.0,0.0,120.0,0.0,0.11796936980948876,0.0041074861579060715,1.323592148827051,0.14185539066654093,0.075,8
ours_wwv,qm9,C2,0.001,120.0,0.0,120.0,0.0,0.20867687190844622,0.052370218762131895,3.909224626014922,1.3578472279604505,0.225,8
ours_wwv,qm9,C2,0.003,120.0,0.0,120.0,0.0,0.30437831508829327,0.14906195665944372,6.837992115274344,3.272350774057955,0.39166666666666666,8
ours_wwv,qm9,C2,0.01,120.0,0.0,120.0,0.0,0.6004951391384256,0.6476084314832897,17.71720497271092,8.950991745653516,0.5916666666666667,8
ours_wwv,qm9,C2,0.03,120.0,0.0,120.0,0.0,0.7892574705113354,0.8658551950577368,20.746594578617167,9.753784646916568,0.8,8
ours_wwv,qm9,C2,0.1,120.0,0.0,120.0,0.0,1.1177560668358821,1.082623218300423,28.683202186755747,16.946656413402643,0.975,8
ours_wwv,qm9,C2h,0.0,30.0,0.0,30.0,0.0,1.4683163737829912e-11,6.3290490292815735e-12,3.6508576673224684e-07,0.0,0.0,2
ours_wwv,qm9,C2h,0.0001,30.0,0.0,30.0,0.0,1.4071155741607482,1.4204525806126194,43.111090535327754,39.29482618578096,0.9666666666666667,2
ours_wwv,qm9,C2h,0.001,30.0,0.0,30.0,0.0,1.5164983496013726,1.3262684812082708,55.87798328140012,48.829100095720136,0.9333333333333333,2
ours_wwv,qm9,C2h,0.003,30.0,0.0,30.0,0.0,1.5228061545723948,1.3118739536776407,56.01761014161491,49.08820291421379,0.9333333333333333,2
ours_wwv,qm9,C2h,0.01,30.0,0.0,30.0,0.0,1.5987800747151124,1.4658183119335733,55.8597769116634,54.55899040969466,0.9333333333333333,2
ours_wwv,qm9,C2h,0.03,30.0,0.0,30.0,0.0,1.6288765363643807,1.5349599614636578,55.2352045691474,49.4600360722398,0.9666666666666667,2
ours_wwv,qm9,C2h,0.1,30.0,0.0,30.0,0.0,1.695480706059151,1.6787305691477576,54.05939124375403,52.498579872669225,1.0,2
ours_wwv,qm9,C2v,0.0,120.0,0.0,120.0,0.0,2.112616110641458e-15,1.4184369758913154e-15,3.8672263286171e-07,0.0,0.0,8
ours_wwv,qm9,C2v,0.0001,120.0,0.0,120.0,0.0,0.0011308225214596318,0.0006832761864127212,0.036636398449012904,0.01969477169000039,0.0,8
ours_wwv,qm9,C2v,0.001,120.0,0.0,120.0,0.0,0.010174465687363297,0.0058499734721711855,0.38500653115143396,0.20606399298019018,0.0,8
ours_wwv,qm9,C2v,0.003,120.0,0.0,120.0,0.0,0.0314855969677471,0.01908815580513861,1.1999518178356314,0.6218065819852197,0.041666666666666664,8
ours_wwv,qm9,C2v,0.01,120.0,0.0,120.0,0.0,0.1311321177961509,0.06432558429791663,5.371038793624072,2.093040524275863,0.20833333333333334,8
ours_wwv,qm9,C2v,0.03,120.0,0.0,120.0,0.0,0.3683082245302388,0.21374072952689904,14.221234982219208,6.99720759394304,0.6583333333333333,8
ours_wwv,qm9,C2v,0.1,120.0,0.0,120.0,0.0,0.9574835165091647,0.9518157490013739,30.63531342463238,24.450248791921673,0.9416666666666667,8
ours_wwv,qm9,C3,0.0,15.0,0.0,15.0,0.0,2.234581755700247e-15,2.2117822534335725e-15,6.301457289090028e-07,0.0,0.0,1
ours_wwv,qm9,C3,0.0001,15.0,0.0,15.0,0.0,0.0012212252541711412,0.0008299121974464202,0.029050249330716427,0.024984956262317896,0.0,1
ours_wwv,qm9,C3,0.001,15.0,0.0,15.0,0.0,0.00909155455143336,0.007237764130833084,0.26801468513902466,0.21318437484747296,0.0,1
ours_wwv,qm9,C3,0.003,15.0,0.0,15.0,0.0,0.026508786204233616,0.021584925934492388,0.8019244032352864,0.635542420207954,0.0,1
ours_wwv,qm9,C3,0.01,15.0,0.0,15.0,0.0,0.18135458176830752,0.073886164890236,2.789074688167612,2.2616949581256187,0.26666666666666666,1
ours_wwv,qm9,C3,0.03,15.0,0.0,15.0,0.0,0.49464830354543626,0.6739806964247711,8.133577970405177,4.6540523486823915,0.4,1
ours_wwv,qm9,C3,0.1,15.0,0.0,15.0,0.0,0.834431696625976,0.8024640038864154,16.020462637684055,15.654388484668484,0.9333333333333333,1
ours_wwv,qm9,Ci,0.0,15.0,0.0,15.0,0.0,9.30170391343997e-12,8.523510383650926e-12,0.0,0.0,0.0,1
ours_wwv,qm9,Ci,0.0001,15.0,0.0,15.0,0.0,1.4826990422055042,1.9315589298728402,24.83657392325805,25.437570815342923,0.9333333333333333,1
ours_wwv,qm9,Ci,0.001,15.0,0.0,15.0,0.0,1.406484603256471,1.2474211743273749,28.983345580269123,31.88772200484351,0.9333333333333333,1
ours_wwv,qm9,Ci,0.003,15.0,0.0,15.0,0.0,1.4091169762457867,1.2748093375426088,29.192952314025614,31.570008348332358,0.9333333333333333,1
ours_wwv,qm9,Ci,0.01,15.0,0.0,15.0,0.0,1.404860993386833,1.283169762617838,26.20417434718261,27.718119508642005,0.8666666666666667,1
ours_wwv,qm9,Ci,0.03,15.0,0.0,15.0,0.0,1.3928475765772153,1.2870288216227626,27.058959609546882,26.219880541885917,0.9333333333333333,1
ours_wwv,qm9,Ci,0.1,15.0,0.0,15.0,0.0,1.2822692877247315,1.235291528146519,19.81428036874466,18.371284245542466,1.0,1
ours_wwv,qm9,Cs,0.0,120.0,0.0,120.0,0.0,2.4370604617658534e-15,2.32060341941952e-15,4.3627511328326507e-07,0.0,0.0,8
ours_wwv,qm9,Cs,0.0001,120.0,0.0,120.0,0.0,0.0011306253367583975,0.0008973625020785882,12.035688227915193,0.033553207456980885,0.13333333333333333,8
ours_wwv,qm9,Cs,0.001,120.0,0.0,120.0,0.0,0.012282547398961625,0.00924763945942144,13.129824676174774,0.36070350780844146,0.14166666666666666,8
ours_wwv,qm9,Cs,0.003,120.0,0.0,120.0,0.0,0.0376426141291226,0.02851826044678342,13.917268966264354,1.1133984065312847,0.15833333333333333,8
ours_wwv,qm9,Cs,0.01,120.0,0.0,120.0,0.0,0.151136300310355,0.09614890024228767,17.525239455566258,3.745561080455879,0.4166666666666667,8
ours_wwv,qm9,Cs,0.03,120.0,0.0,120.0,0.0,0.4736613872986593,0.3097688666457957,25.813801449090853,10.2995068608158,0.7833333333333333,8
ours_wwv,qm9,Cs,0.1,120.0,0.0,120.0,0.0,1.2741688102193625,1.2526459414277085,41.277357070699885,28.605076318551667,0.975,8
ours_wwv,qm9,D2,0.0,15.0,0.0,15.0,0.0,1.2408925393626231e-15,1.122394321460727e-15,3.8866207496385615e-07,0.0,0.0,1
ours_wwv,qm9,D2,0.0001,15.0,0.0,15.0,0.0,0.0004575928720848744,0.0004384261231862416,0.01605364299507812,0.015192377547858165,0.0,1
ours_wwv,qm9,D2,0.001,15.0,0.0,15.0,0.0,0.004249663286544375,0.004225192193075985,0.14787963703161078,0.1517003139200612,0.0,1
ours_wwv,qm9,D2,0.003,15.0,0.0,15.0,0.0,0.01342011904838143,0.012655514080182863,0.4727303708339701,0.4826208630094584,0.0,1
ours_wwv,qm9,D2,0.01,15.0,0.0,15.0,0.0,0.044420451992084706,0.041944366940272634,1.554247305648252,1.4889706159940534,0.0,1
ours_wwv,qm9,D2,0.03,15.0,0.0,15.0,0.0,0.13132509224321082,0.1236161839224992,4.583055864703932,4.426040663668541,0.3333333333333333,1
ours_wwv,qm9,D2,0.1,15.0,0.0,15.0,0.0,1.125994777323905,1.3309347929651745,24.515633947253995,25.470578765161147,0.8666666666666667,1
ours_wwv,synthetic,C2h,0.0,15.0,0.0,15.0,0.0,2.793595035241904e-16,2.645066381226139e-16,36.00000027482559,1.2074182697257333e-06,0.4,1
ours_wwv,synthetic,C2h,0.0001,15.0,0.0,15.0,0.0,0.9424628907854847,0.8678433345943426,62.35688598233147,64.88307297707193,1.0,1
ours_wwv,synthetic,C2h,0.001,15.0,0.0,15.0,0.0,0.9430082767995182,0.8676410671161925,67.84264175780133,71.23698657518456,1.0,1
ours_wwv,synthetic,C2h,0.003,15.0,0.0,15.0,0.0,0.9442305306368184,0.8671942730321313,67.8312178293771,90.00002607119201,1.0,1
ours_wwv,synthetic,C2h,0.01,15.0,0.0,15.0,0.0,0.9486189015562859,0.865660883917912,68.73200257766749,90.00090299890041,1.0,1
ours_wwv,synthetic,C2h,0.03,15.0,0.0,15.0,0.0,0.958720840304175,0.8655584092721197,73.08119969680351,72.9094590209608,1.0,1
ours_wwv,synthetic,C2h,0.1,15.0,0.0,15.0,0.0,0.9975744262204115,0.9775881340743621,85.12489319263318,90.074901222647,1.0,1
ours_wwv,synthetic,D*h,0.0,30.0,0.0,30.0,0.0,1.6863577221016371e-16,1.7008470864243187e-16,36.009508291583465,0.0,0.4,2
ours_wwv,synthetic,D*h,0.0001,30.0,0.0,30.0,0.0,0.3878182152030714,0.19292214260826523,58.25344729703035,75.9846173013753,0.6,2
ours_wwv,synthetic,D*h,0.001,30.0,0.0,30.0,0.0,0.3891899709588492,0.1952082594478125,51.655606170204216,57.441533824289344,0.6,2
ours_wwv,synthetic,D*h,0.003,30.0,0.0,30.0,0.0,0.3922428059631041,0.20031248299244248,46.893514634298306,48.42218399577553,0.6,2
ours_wwv,synthetic,D*h,0.01,30.0,0.0,30.0,0.0,0.40297524134152946,0.2184348037974826,55.656256086549725,45.935408450397844,0.6,2
ours_wwv,synthetic,D*h,0.03,30.0,0.0,30.0,0.0,0.4340185609163273,0.27232328854718557,69.29911941963283,89.42653261315672,0.7666666666666667,2
ours_wwv,synthetic,D*h,0.1,30.0,0.0,30.0,0.0,0.5359788884940446,0.4413999075291841,66.0305006399579,76.54199487641273,0.9666666666666667,2
ours_wwv,synthetic,D2d,0.0,15.0,0.0,15.0,0.0,4.100279100897937e-16,4.2414588056895794e-16,6.496769821494448e-07,0.0,0.0,1
ours_wwv,synthetic,D2d,0.0001,15.0,0.0,15.0,0.0,1.4256205204302481,1.5410016608369104,60.502159808922805,56.260563841167915,1.0,1
ours_wwv,synthetic,D2d,0.001,15.0,0.0,15.0,0.0,1.4257287105930632,1.5412190760988569,60.512648251499506,56.19388264555416,1.0,1
ours_wwv,synthetic,D2d,0.003,15.0,0.0,15.0,0.0,1.425972422339559,1.5417060256524617,60.53618919876187,56.04547377518838,1.0,1
ours_wwv,synthetic,D2d,0.01,15.0,0.0,15.0,0.0,1.4268612945894745,1.5434516490693755,60.62097856370933,55.523600956586115,1.0,1
ours_wwv,synthetic,D2d,0.03,15.0,0.0,15.0,0.0,1.4331967405594392,1.5487924022704633,58.49136173934009,54.16651600284968,1.0,1
ours_wwv,synthetic,D2d,0.1,15.0,0.0,15.0,0.0,1.4471441722705143,1.5581343119600402,65.28228781336654,59.26335602762456,1.0,1
ours_wwv,synthetic,D3h,0.0,60.0,0.0,60.0,0.0,1.892241596873009e-16,1.816403872461355e-16,18.000000157536434,0.0,0.2,4
ours_wwv,synthetic,D3h,0.0001,60.0,0.0,60.0,0.0,0.4504252372506086,0.0016752850186840084,42.08010999126671,25.035193481892364,0.6333333333333333,4
ours_wwv,synthetic,D3h,0.001,60.0,0.0,60.0,0.0,0.4509311962500837,0.003490406097478237,43.542582471720515,28.23778448501063,0.65,4
ours_wwv,synthetic,D3h,0.003,60.0,0.0,60.0,0.0,0.4520759172678213,0.007831989598640591,43.6191228157905,28.43007561772049,0.65,4
ours_wwv,synthetic,D3h,0.01,60.0,0.0,60.0,0.0,0.45614406701435467,0.023723027318506132,37.312991156235896,17.392020093588805,0.5833333333333334,4
ours_wwv,synthetic,D3h,0.03,60.0,0.0,60.0,0.0,0.46831660915593437,0.07098903467602943,36.80790603036705,12.777856825782779,0.55,4
ours_wwv,synthetic,D3h,0.1,60.0,0.0,60.0,0.0,0.5313603353571755,0.20264475695838707,42.59753068128657,25.27307230634611,0.8666666666666667,4
ours_wwv,synthetic,D4h,0.0,45.0,0.0,45.0,0.0,1.8894144480089992e-16,1.7487063135987334e-16,18.00000032388506,0.0,0.2,3
ours_wwv,synthetic,D4h,0.0001,45.0,0.0,45.0,0.0,0.34951309847064466,0.37264330699452525,35.63898900106493,25.49811525904633,0.9333333333333333,3
ours_wwv,synthetic,D4h,0.001,45.0,0.0,45.0,0.0,0.3501102605122393,0.3726715937519896,34.091963659163056,23.780716065573632,0.9333333333333333,3
ours_wwv,synthetic,D4h,0.003,45.0,0.0,45.0,0.0,0.35145709017207255,0.3727580193913873,34.972164720841484,23.814878238792605,0.9333333333333333,3
ours_wwv,synthetic,D4h,0.01,45.0,0.0,45.0,0.0,0.35640354545883063,0.37331454223916855,34.48939631377628,24.196836805379476,0.9333333333333333,3
ours_wwv,synthetic,D4h,0.03,45.0,0.0,45.0,0.0,0.37247257824284946,0.37701332698101125,32.77653594422244,24.283940979198107,0.9555555555555556,3
ours_wwv,synthetic,D4h,0.1,45.0,0.0,45.0,0.0,0.43747375635650243,0.4486773666424775,39.57905062440056,26.256680717491964,1.0,3
ours_wwv,synthetic,D5h,0.0,45.0,0.0,45.0,0.0,2.9065186303171504e-16,2.640347527265275e-16,16.00000024799407,0.0,0.17777777777777778,3
ours_wwv,synthetic,D5h,0.0001,45.0,0.0,45.0,0.0,0.08815902599650106,0.00022492899975307896,19.97974068675656,0.01520707964594637,0.4444444444444444,3
ours_wwv,synthetic,D5h,0.001,45.0,0.0,45.0,0.0,0.08939231042791716,0.0022492551204673474,14.020580022501495,0.13639383366644728,0.37777777777777777,3
ours_wwv,synthetic,D5h,0.003,45.0,0.0,45.0,0.0,0.0921469273760894,0.006747507713542602,20.09276469696743,0.46266008180402945,0.4444444444444444,3
ours_wwv,synthetic,D5h,0.01,45.0,0.0,45.0,0.0,0.10195517882648528,0.022487787027233037,16.43031663963124,1.4171473237068064,0.4,3
ours_wwv,synthetic,D5h,0.03,45.0,0.0,45.0,0.0,0.13144957035136956,0.06234788123819294,17.55857941452988,4.171968295185114,0.4444444444444444,3
ours_wwv,synthetic,D5h,0.1,45.0,0.0,45.0,0.0,0.30444221341474353,0.22329418264543782,26.53614214424837,14.50134850994878,0.8888888888888888,3
ours_wwv,synthetic,D6h,0.0,60.0,0.0,60.0,0.0,3.16881276978202e-16,3.1440196123042243e-16,25.50000029149656,0.0,0.2833333333333333,4
ours_wwv,synthetic,D6h,0.0001,60.0,0.0,60.0,0.0,0.6102310123231955,0.5678066148575593,40.11334579611347,29.38447272331186,0.95,4
ours_wwv,synthetic,D6h,0.001,60.0,0.0,60.0,0.0,0.6105422973684868,0.5690470688420274,42.68762621185701,30.084271582197815,0.95,4
ours_wwv,synthetic,D6h,0.003,60.0,0.0,60.0,0.0,0.6112554240858176,0.573139437470217,41.34411047999294,29.419605640794444,0.95,4
ours_wwv,synthetic,D6h,0.01,60.0,0.0,60.0,0.0,0.6126271342088326,0.5841885248768968,42.590533545859415,29.50766318385322,0.95,4
ours_wwv,synthetic,D6h,0.03,60.0,0.0,60.0,0.0,0.6171032370613347,0.5909389917126529,40.53535444436109,29.785097402942704,0.9333333333333333,4
ours_wwv,synthetic,D6h,0.1,60.0,0.0,60.0,0.0,0.6542609546839554,0.6694642951488451,40.37336243853676,30.323591254547893,0.95,4
ours_wwv,synthetic,D7h,0.0,45.0,0.0,45.0,0.0,4.943103474275016e-16,4.708733026413105e-16,12.000000279429148,0.0,0.13333333333333333,3
ours_wwv,synthetic,D7h,0.0001,45.0,0.0,45.0,0.0,0.09856613734900742,0.0003138976262935817,14.5176877552768,0.015928281269131084,0.4222222222222222,3
ours_wwv,synthetic,D7h,0.001,45.0,0.0,45.0,0.0,0.10013289477798065,0.003142630572402179,16.564616340731654,0.16948515199019745,0.4444444444444444,3
ours_wwv,synthetic,D7h,0.003,45.0,0.0,45.0,0.0,0.10363208978269074,0.009452489490991535,14.677547520592936,0.481128900146826,0.4222222222222222,3
ours_wwv,synthetic,D7h,0.01,45.0,0.0,45.0,0.0,0.11607142865068784,0.031804206405468737,15.073135656111834,1.630394580934868,0.4222222222222222,3
ours_wwv,synthetic,D7h,0.03,45.0,0.0,45.0,0.0,0.19583864024426118,0.09821327392670685,18.441460071118964,5.429209542571059,0.5333333333333333,3
ours_wwv,synthetic,D7h,0.1,45.0,0.0,45.0,0.0,0.38954937990383554,0.3156990924149807,25.148132066254075,17.14856201384499,0.9333333333333333,3
ours_wwv,synthetic,D8h,0.0,45.0,0.0,45.0,0.0,3.8644446944300144e-16,3.426728406357933e-16,20.00000024148365,0.0,0.2222222222222222,3
ours_wwv,synthetic,D8h,0.0001,45.0,0.0,45.0,0.0,0.589459653847918,0.5294213356128249,31.50964962111937,17.7129351987139,0.9111111111111111,3
ours_wwv,synthetic,D8h,0.001,45.0,0.0,45.0,0.0,0.5897163617830797,0.5294802847489128,30.97600852575367,18.399608844759975,0.9111111111111111,3
ours_wwv,synthetic,D8h,0.003,45.0,0.0,45.0,0.0,0.5903128192494507,0.5296210944033914,33.89277670256034,21.058321546207324,0.9333333333333333,3
ours_wwv,synthetic,D8h,0.01,45.0,0.0,45.0,0.0,0.5926260659568497,0.5302199891066739,33.90312017323605,21.26543127820694,0.9333333333333333,3
ours_wwv,synthetic,D8h,0.03,45.0,0.0,45.0,0.0,0.6006001661988978,0.5328290363413444,32.06904633563791,18.62290866607489,0.9555555555555556,3
ours_wwv,synthetic,D8h,0.1,45.0,0.0,45.0,0.0,0.631212799174679,0.5520763813431022,30.54567844266543,19.918924005602083,0.9555555555555556,3
ours_wwv,synthetic,Ih,0.0,15.0,0.0,15.0,0.0,2.9198965629977293e-16,2.70432727491445e-16,0.0,0.0,0.0,1
ours_wwv,synthetic,Ih,0.0001,15.0,0.0,15.0,0.0,0.24920583531433246,0.26285653090556854,14.4645826320802,15.218813317044734,0.9333333333333333,1
ours_wwv,synthetic,Ih,0.001,15.0,0.0,15.0,0.0,0.2505630023719681,0.2649096773766491,14.526592903832043,15.32565046936832,0.9333333333333333,1
ours_wwv,synthetic,Ih,0.003,15.0,0.0,15.0,0.0,0.25362217647411334,0.2670425463644556,14.663858873646832,15.381711108301568,0.9333333333333333,1
ours_wwv,synthetic,Ih,0.01,15.0,0.0,15.0,0.0,0.2639533990693362,0.26857898845337885,15.116800836190313,15.276440651589175,0.9333333333333333,1
ours_wwv,synthetic,Ih,0.03,15.0,0.0,15.0,0.0,0.29044846055107904,0.30737063200604486,16.191539055590507,16.793482999457904,0.8666666666666667,1
ours_wwv,synthetic,Ih,0.1,15.0,0.0,15.0,0.0,0.37014612832367655,0.3711871596012544,18.65103882950702,17.283073947491786,1.0,1
ours_wwv,synthetic,Oh,0.0,30.0,0.0,30.0,0.0,2.2073077904667545e-16,1.8446689820085113e-16,2.345783131394525e-07,0.0,0.0,2
ours_wwv,synthetic,Oh,0.0001,30.0,0.0,30.0,0.0,0.3174243411147792,0.3308091637656627,20.694813243488493,20.29072435340565,0.8333333333333334,2
ours_wwv,synthetic,Oh,0.001,30.0,0.0,30.0,0.0,0.31800713226072097,0.33203565625594134,20.706272946997675,20.3131404992663,0.8666666666666667,2
ours_wwv,synthetic,Oh,0.003,30.0,0.0,30.0,0.0,0.3193346627119084,0.33478797895047596,20.732472773591756,20.36322831630146,0.9,2
ours_wwv,synthetic,Oh,0.01,30.0,0.0,30.0,0.0,0.32422548450239047,0.34471158911755695,20.832029170087257,20.541474806182656,0.9,2
ours_wwv,synthetic,Oh,0.03,30.0,0.0,30.0,0.0,0.33984499305083493,0.35584541309617246,21.183436756127453,21.074952925381695,0.9333333333333333,2
ours_wwv,synthetic,Oh,0.1,30.0,0.0,30.0,0.0,0.4229644056104472,0.422031956764831,21.9817295051683,21.117930059479242,0.9333333333333333,2
ours_wwv,synthetic,Td,0.0,30.0,0.0,30.0,0.0,2.0424495448259356e-16,2.035793959817776e-16,8.04945513150489e-08,0.0,0.0,2
ours_wwv,synthetic,Td,0.0001,30.0,0.0,30.0,0.0,0.2794925910111553,0.18845919701326208,23.90270626193796,15.841894950170795,0.5,2
ours_wwv,synthetic,Td,0.001,30.0,0.0,30.0,0.0,0.28012334935481237,0.1898299374491318,23.923022921968304,15.932402090808,0.5,2
ours_wwv,synthetic,Td,0.003,30.0,0.0,30.0,0.0,0.2815290859495642,0.19245282829137522,23.96842767652184,16.047504660559785,0.5,2
ours_wwv,synthetic,Td,0.01,30.0,0.0,30.0,0.0,0.2864930793660461,0.19656140959090607,24.130118146305428,16.180526592368512,0.5,2
ours_wwv,synthetic,Td,0.03,30.0,0.0,30.0,0.0,0.2997161459538796,0.20904463330334744,24.56760242319572,16.587737265589894,0.5,2
ours_wwv,synthetic,Td,0.1,30.0,0.0,30.0,0.0,0.35606276614619586,0.2630183611389335,26.45606928828665,18.373543527248174,0.8666666666666667,2
pca,qm-sym,C2h,0.0,120.0,0.0,120.0,0.0,0.4677945384995313,3.791089538984645e-15,16.09257784969299,1.2074182697257333e-06,0.25833333333333336,8
pca,qm-sym,C2h,0.0001,120.0,0.0,120.0,0.0,0.810463819897793,1.3022112729759598,24.27753594862132,0.6115125255133909,0.35833333333333334,8
pca,qm-sym,C2h,0.001,120.0,0.0,120.0,0.0,0.8111315010814891,1.3022486957975263,24.28315284519737,0.6120609186404782,0.35833333333333334,8
pca,qm-sym,C2h,0.003,120.0,0.0,120.0,0.0,0.8126195377234356,1.3023367469292748,24.29615910430226,0.6150968843335898,0.35833333333333334,8
pca,qm-sym,C2h,0.01,120.0,0.0,120.0,0.0,0.8178737950350604,1.302697899948255,24.346815862570566,0.6476228670175765,0.35833333333333334,8
pca,qm-sym,C2h,0.03,120.0,0.0,120.0,0.0,0.8453032805119295,1.3045170604065213,25.203941830189645,1.2973739091875536,0.375,8
pca,qm-sym,C2h,0.1,120.0,0.0,120.0,0.0,0.8902318549577245,1.3145467334363705,26.0251810698433,2.5778719421819014,0.4,8
pca,qm-sym,C3h,0.0,75.0,0.0,75.0,0.0,2.4969949442736324e-08,1.146160109395087e-08,5.453374875899592e-07,0.0,0.0,5
pca,qm-sym,C3h,0.0001,75.0,0.0,75.0,0.0,1.2799835921740204,1.4999482595450666,9.822248042648365,7.86766847694451,0.8,5
pca,qm-sym,C3h,0.001,75.0,0.0,75.0,0.0,1.282086655662351,1.5000670647435903,9.885964815264632,7.881274136270349,0.8133333333333334,5
pca,qm-sym,C3h,0.003,75.0,0.0,75.0,0.0,1.2826081353653662,1.4998384089604115,9.897284254396817,7.885261064119047,0.8133333333333334,5
pca,qm-sym,C3h,0.01,75.0,0.0,75.0,0.0,1.2840302720171775,1.499070370810928,9.85964511086065,7.896368849671062,0.8,5
pca,qm-sym,C3h,0.03,75.0,0.0,75.0,0.0,1.2649941696392473,1.4636771966363236,9.935841988101211,7.945397787420937,0.7866666666666666,5
pca,qm-sym,C3h,0.1,75.0,0.0,75.0,0.0,1.278110275611355,1.4112641112934767,9.903717024581841,7.784927297375451,0.76,5
pca,qm-sym,C4h,0.0,30.0,0.0,30.0,0.0,1.689931509862779,1.8469465682936905,10.915713912048899,9.353039151965667,0.7,2
pca,qm-sym,C4h,0.0001,30.0,0.0,30.0,0.0,1.5936036950791992,1.6563287509567766,7.7860872207158325,7.419302484591836,0.5666666666666667,2
pca,qm-sym,C4h,0.001,30.0,0.0,30.0,0.0,1.5935442389249213,1.6563966684266358,7.785196540507074,7.423076928577455,0.5666666666666667,2
pca,qm-sym,C4h,0.003,30.0,0.0,30.0,0.0,1.593430687068142,1.6565544467362967,7.783237909503815,7.4314787107787215,0.5666666666666667,2
pca,qm-sym,C4h,0.01,30.0,0.0,30.0,0.0,1.593217696944795,1.6571831136081459,7.7766044212449765,7.4310777704619895,0.5666666666666667,2
pca,qm-sym,C4h,0.03,30.0,0.0,30.0,0.0,1.5939265177146706,1.6597120697144707,7.77945607056657,7.340183572391968,0.5666666666666667,2
pca,qm-sym,C4h,0.1,30.0,0.0,30.0,0.0,1.7007801660684914,1.842675200735541,9.098684885174881,8.468596487942268,0.6666666666666666,2
pca,qm9,C*v,0.0,15.0,0.0,15.0,0.0,3.9724599540665787e-16,3.6131011786571377e-16,0.0,0.0,0.0,1
pca,qm9,C*v,0.0001,15.0,0.0,15.0,0.0,0.00012559301930089467,0.00012614640356928587,0.0,0.0,0.0,1
pca,qm9,C*v,0.001,15.0,0.0,15.0,0.0,0.0012559273183302474,0.0012615053947151501,6.1304506128127976e-06,5.2630142203192075e-06,0.0,1
pca,qm9,C*v,0.003,15.0,0.0,15.0,0.0,0.00376776320048445,0.003784795928493293,5.5626330542138114e-05,4.819096588326113e-05,0.0,1
pca,qm9,C*v,0.01,15.0,0.0,15.0,0.0,0.012559006669509072,0.012619395022989111,0.0006172303000166093,0.0005391119194113908,0.0,1
pca,qm9,C*v,0.03,15.0,0.0,15.0,0.0,0.03767564855172835,0.037891079008395126,0.005533392129747406,0.00494723218991017,0.0,1
pca,qm9,C*v,0.1,15.0,0.0,15.0,0.0,0.37466983139007426,0.12682114271909523,12.04854780472914,0.05949764960268976,0.13333333333333333,1
pca,qm9,C1,0.0,120.0,0.0,120.0,0.0,1.5262413133365808e-15,1.2283576492946987e-15,5.035098248785271e-07,0.0,0.0,8
pca,qm9,C1,0.0001,120.0,0.0,120.0,0.0,0.00018732984493853843,0.00018032866040083195,0.0034409782637897708,0.0031678882112601966,0.0,8
pca,qm9,C1,0.001,120.0,0.0,120.0,0.0,0.001873275456762576,0.0018027985592598236,0.03441029446635981,0.03163058255341089,0.0,8
pca,qm9,C1,0.003,120.0,0.0,120.0,0.0,0.005619683855838608,0.005405165257139882,0.103234850050837,0.09457105631711343,0.0,8
pca,qm9,C1,0.01,120.0,0.0,120.0,0.0,0.018731007658044686,0.01800358168317491,0.34418303080434975,0.3115414911958284,0.0,8
pca,qm9,C1,0.03,120.0,0.0,120.0,0.0,0.06326869483106078,0.05387434553571485,1.1287170181635529,0.9334115107942049,0.008333333333333333,8
pca,qm9,C1,0.1,120.0,0.0,120.0,0.0,0.23531854742615324,0.18240852714879358,4.518682610713916,2.959960393556906,0.225,8
pca,qm9,C2,0.0,120.0,0.0,120.0,0.0,3.0187915864349025e-15,2.2198011752516215e-15,4.4612382529692357e-07,0.0,0.0,8
pca,qm9,C2,0.0001,120.0,0.0,120.0,0.0,0.20374269661676556,0.00033309965075126267,5.936340336024736,0.006299271874631722,0.16666666666666666,8
pca,qm9,C2,0.001,120.0,0.0,120.0,0.0,0.26562743415605866,0.003319109854948605,6.795202721212422,0.09671102076905513,0.175,8
pca,qm9,C2,0.003,120.0,0.0,120.0,0.0,0.2794144136482618,0.01008484957222202,6.948832419443315,0.3060582761840036,0.175,8
