slice_kind,slice,method,n_obs,mean_emd,median_emd,n_mol
pointgroup,C3,asun,30,0.16173455099936873,0.0002752348268113024,3
pointgroup,C3,pca_centered,30,0.9153531504859461,0.8984416077534358,3
pointgroup,C3,pca_svd,30,1.5181892427091992,1.23303314750748,3
pointgroup,C3,pca_noop,30,1.9051950106446491,1.80709615311042,3
pointgroup,C3,ours,30,7.600197051977562e-09,7.25274574026647e-09,3
pointgroup,D6h,asun,10,8.716441347876388e-05,0.00011672441818029164,1
pointgroup,D6h,pca_centered,10,0.40707889713909634,0.50551538169384,1
pointgroup,D6h,pca_svd,10,2.3374142112831273,2.1887039989233017,1
pointgroup,D6h,pca_noop,10,2.7165273208836513,3.010511208764601,1
pointgroup,D6h,ours,10,6.102290702826152e-09,5.587935447692871e-09,1
pointgroup,C3h,asun,10,0.0001743247833794527,0.0002274394489944202,1
pointgroup,C3h,pca_centered,10,0.899759739999214,1.180967070870303,1
pointgroup,C3h,pca_svd,10,1.2686830735550476,1.010706846530621,1
pointgroup,C3h,pca_noop,10,2.1741920364115215,2.083356283147409,1
pointgroup,C3h,ours,10,6.222360971054567e-09,5.632933195675761e-09,1
pointgroup,D3,asun,10,0.0005679593996222624,0.0006228646821313695,1
pointgroup,D3,pca_centered,10,0.647616428343127,0.8016390192967195,1
pointgroup,D3,pca_svd,10,1.3661539568923988,1.1798167142730493,1
pointgroup,D3,pca_noop,10,1.596167541153601,1.5096101260025834,1
pointgroup,D3,ours,10,9.166529347065279e-09,8.750182340638923e-09,1
